SPOT_NM,DO_NM,CTY_NM,ADRES
만수정,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
만수정,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
만수정,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
만수정,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
찬물샘,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
찬물샘,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
찬물샘,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
찬물샘,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
찬물샘,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
찬물샘,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
옥천,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
옥천,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
옥천,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
옥천,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
옥천,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
청수,부산광역시,부산진구,부산광역시 부산진구 당감동 34
옥천,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
양정,부산광역시,부산진구,부산광역시 부산진구 양정동 28
양정,부산광역시,부산진구,부산광역시 부산진구 양정동 28
양정,부산광역시,부산진구,부산광역시 부산진구 양정동 28
양정,부산광역시,부산진구,부산광역시 부산진구 양정동 28
양정,부산광역시,부산진구,부산광역시 부산진구 양정동 28
양정,부산광역시,부산진구,부산광역시 부산진구 양정동 28
선암사,부산광역시,부산진구,부산광역시 부산진구 부암동 628
대신공원민속관,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원민속관,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원민속관,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원민속관,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원민속관,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원석탑,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원석탑,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원석탑,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원석탑,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원석탑,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원석탑,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
대신공원구이,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
